OTU ID,Control-0-1,Control-0-2,Control-0-3,Control-3-1,Control-3-2,Control-3-3,Control-7-1,Control-7-2,Control-7-3,Control-15-1,Control-15-2,Control-15-3,Control-21-1,Control-21-2,Control-21-3,Control-30-1,Control-30-2,Control-30-3,PGP41-0-1,PGP41-0-2,PGP41-0-3,PGP41-3-1,PGP41-3-2,PGP41-3-3,PGP41-7-1,PGP41-7-2,PGP41-7-3,PGP41-15-1,PGP41-15-2,PGP41-15-3,PGP41-21-1,PGP41-21-2,PGP41-21-3,PGP41-30-1,PGP41-30-2,PGP41-30-3,PGP5-0-1,PGP5-0-2,PGP5-0-3,PGP5-3-1,PGP5-3-2,PGP5-3-3,PGP5-7-1,PGP5-7-2,PGP5-7-3,PGP5-15-1,PGP5-15-2,PGP5-15-3,PGP5-21-1,PGP5-21-2,PGP5-21-3,PGP5-30-1,PGP5-30-2,PGP5-30-3,taxonomy
OTU4036,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,0,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured Acidobacteria bacterium
OTU4037,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,1,0,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured bacterium
OTU4038,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Gallionellaceae
OTU4039,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes vadinHA17; g__norank; s__uncultured bacterium
OTU4040,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__DSSD61
OTU4041,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__uncultured bacterium
OTU4042,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Vulcanibacillus; s__uncultured bacterium
OTU4043,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus Udaeobacter; s__uncultured bacterium
OTU4044,0,0,0,1,2,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus asahii
OTU4045,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__uncultured
OTU4046,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured bacterium
OTU4047,1,3,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Subgroup 15; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU4048,1,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3); g__Bryobacter; s__uncultured bacterium
OTU4049,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__PeM15; f__norank; g__norank; s__uncultured bacterium
OTU4050,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,1,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured
OTU4051,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__norank; s__uncultured bacterium
OTU4052,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes; s__uncultured bacterium
OTU4053,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured bacterium
OTU4054,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3); g__Bryobacter; s__uncultured bacterium
OTU4055,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3)
OTU4056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__norank; g__norank
OTU4057,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured bacterium
OTU4058,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12 marine group; g__norank
OTU4059,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured bacterium
OTU4060,0,0,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodopirillaceae; g__Defluviicoccus; s__uncultured bacterium
OTU4061,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,d__Bacteria; p__Acidobacteria; c__Subgroup 21; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU4062,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Acetivibrio; s__Acetivibrio cellulolyticus CD2
OTU4063,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Pontibacter
OTU4064,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Sulfuricellaceae; g__Sulfuricella; s__uncultured bacterium
OTU4065,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Pelolinea; s__uncultured bacterium
OTU4066,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__norank; s__uncultured bacterium
OTU4067,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured; s__uncultured bacterium
OTU4068,0,0,0,0,0,0,0,0,2,0,0,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__uncultured; s__metagenome
OTU4069,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Alterococcus; s__uncultured bacterium
OTU4070,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__norank; s__uncultured Syntrophobacteraceae bacterium
OTU4071,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus ficus
OTU4072,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus sp.
OTU4073,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi
OTU4074,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__uncultured bacterium
OTU4075,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,d__Bacteria; p__Gemmatimonadetes; c__BD2-11 terrestrial group; o__norank; f__norank; g__norank; s__uncultured Gemmatimonadetes bacterium
OTU4076,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas
OTU4077,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3); g__PAUC26f
OTU4078,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter; s__uncultured soil bacterium
OTU4079,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__norank; g__norank; s__uncultured bacterium
OTU4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,2,0,1,0,2,1,0,0,0,1,0,3,1,0,0,1,0,0,d__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured bacterium
OTU4081,1,3,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__norank; s__uncultured bacterium
OTU4082,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas
OTU4083,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,2,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter
OTU4084,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__uncultured; s__uncultured bacterium
OTU4085,0,0,0,3,0,0,1,0,0,3,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__bacteriap25; g__norank; s__uncultured bacterium
OTU4086,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__norank; g__norank; s__uncultured bacterium
OTU4087,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank; s__uncultured bacterium
OTU4088,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured bacterium
OTU4089,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales
OTU4090,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,2,2,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Ideonella
OTU4091,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,d__Bacteria; p__Elusimicrobia; c__Lineage IIa; o__norank; f__norank; g__norank
OTU4092,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3); g__Bryobacter
OTU4093,1,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
OTU4094,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,4,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__uncultured; s__uncultured bacterium
OTU4095,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__SC-I-84; g__norank; s__uncultured soil bacterium
OTU4096,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__norank; s__uncultured bacterium
OTU4097,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__norank; g__norank; s__uncultured bacterium
OTU4098,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__mle1-27; g__norank; s__uncultured bacterium
OTU4099,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__FW22; f__norank; g__norank; s__uncultured bacterium
OTU4100,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__norank; g__norank; s__uncultured bacterium
OTU4101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Acidobacteria; c__Subgroup 17; o__norank; f__norank; g__norank
OTU4102,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae
OTU4103,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__uncultured; s__uncultured bacterium
OTU4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria Incertae Sedis; f__Unknown Family; g__Candidatus Ovatusbacter; s__uncultured bacterium
OTU4105,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio
OTU4106,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__norank; g__norank; s__uncultured bacterium
OTU4107,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured bacterium
OTU4108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus sp.
OTU4109,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
OTU4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,1,2,4,2,1,0,0,0,0,0,0,d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__norank; s__uncultured bacterium
